aligner,instance,time,ram,sp,tc
kalign2,benchmarks/balibase/RV12/BB12024.tfa,0.004948153,1944,0.862,0.77
muscle,benchmarks/balibase/RV11/BBS11015.tfa,0.021240951,4384,0.796,0.69
kalign2,benchmarks/balibase/RV12/BB12025.tfa,0.006401063,1864,0.707,0.62
kalign,benchmarks/balibase/RV12/BB12019.tfa,0.028505284,4688,0.842,0.72
kalign,benchmarks/balibase/RV12/BB12020.tfa,0.008409222,4324,0.822,0.75
kalign2,benchmarks/balibase/RV12/BB12026.tfa,0.025190734,2172,0.792,0.52
muscle,benchmarks/balibase/RV11/BBS11016.tfa,0.050455144,5560,0.446,0.15
kalign,benchmarks/balibase/RV12/BB12021.tfa,0.005037538,4268,0.868,0.82
kalign,benchmarks/balibase/RV12/BB12022.tfa,0.006821623,4364,0.936,0.89
muscle,benchmarks/balibase/RV11/BBS11017.tfa,0.017811213,4240,0.731,0.62
kalign2,benchmarks/balibase/RV12/BB12027.tfa,0.047046768,2492,0.896,0.64
kalign,benchmarks/balibase/RV12/BB12023.tfa,0.033166876,4620,0.848,0.76
kalign2,benchmarks/balibase/RV12/BB12028.tfa,0.016736659,2084,0.774,0.63
kalign,benchmarks/balibase/RV12/BB12024.tfa,0.006916639,4392,0.883,0.82
kalign,benchmarks/balibase/RV12/BB12025.tfa,0.006452417,4224,0.703,0.61
kalign2,benchmarks/balibase/RV12/BB12029.tfa,0.03277323,2496,0.743,0.8
kalign,benchmarks/balibase/RV12/BB12026.tfa,0.024913535,4792,0.816,0.58
kalign2,benchmarks/balibase/RV12/BB12030.tfa,0.052315584,2856,0.891,0.79
muscle,benchmarks/balibase/RV11/BBS11018.tfa,0.163929792,8676,0.519,0.25
kalign,benchmarks/balibase/RV12/BB12027.tfa,0.051145902,4612,0.879,0.68
kalign,benchmarks/balibase/RV12/BB12028.tfa,0.015183811,4440,0.783,0.63
muscle,benchmarks/balibase/RV11/BBS11019.tfa,0.070589218,6352,0.599,0.15
kalign,benchmarks/balibase/RV12/BB12029.tfa,0.040689767,4636,0.767,0.86
kalign2,benchmarks/balibase/RV12/BB12031.tfa,0.110054411,3084,0.743,0.63
muscle,benchmarks/balibase/RV11/BBS11020.tfa,0.025456603,4708,0.686,0.35
kalign2,benchmarks/balibase/RV12/BB12032.tfa,0.002978846,1928,0.753,0.55
muscle,benchmarks/balibase/RV11/BBS11021.tfa,0.004631241,3464,0.542,0.38
muscle,benchmarks/balibase/RV11/BBS11022.tfa,0.004789922,3160,0.535,0.1
kalign,benchmarks/balibase/RV12/BB12030.tfa,0.049439483,5032,0.9,0.79
kalign2,benchmarks/balibase/RV12/BB12033.tfa,0.025992719,2236,0.678,0.51
kalign2,benchmarks/balibase/RV12/BB12034.tfa,0.009497948,1916,0.905,0.83
muscle,benchmarks/balibase/RV11/BBS11023.tfa,0.032047859,4812,0.451,0.26
muscle,benchmarks/balibase/RV11/BBS11024.tfa,0.014522726,4224,0.326,0.09
kalign2,benchmarks/balibase/RV12/BB12035.tfa,0.040531437,2432,0.834,0.45
muscle,benchmarks/balibase/RV11/BBS11025.tfa,0.006278305,3128,0.304,0
kalign2,benchmarks/balibase/RV12/BB12036.tfa,0.008820571,2100,0.922,0.8
kalign,benchmarks/balibase/RV12/BB12031.tfa,0.108005219,5428,0.759,0.64
muscle,benchmarks/balibase/RV11/BBS11026.tfa,0.006343189,3612,0.488,0.27
kalign,benchmarks/balibase/RV12/BB12032.tfa,0.005088972,4136,0.876,0.73
muscle,benchmarks/balibase/RV11/BBS11027.tfa,0.020760248,4388,0.412,0.15
kalign,benchmarks/balibase/RV12/BB12033.tfa,0.027912243,4984,0.707,0.53
muscle,benchmarks/balibase/RV11/BBS11028.tfa,0.013314272,3824,0.724,0.46
kalign,benchmarks/balibase/RV12/BB12034.tfa,0.007441075,4252,0.876,0.78
muscle,benchmarks/balibase/RV11/BBS11029.tfa,0.00692719,3432,0.505,0.42
kalign2,benchmarks/balibase/RV12/BB12037.tfa,0.100365489,3936,0.727,0.42
kalign,benchmarks/balibase/RV12/BB12035.tfa,0.03999614,4684,0.828,0.45
kalign2,benchmarks/balibase/RV12/BB12038.tfa,0.025584701,2636,0.853,0.56
muscle,benchmarks/balibase/RV11/BBS11030.tfa,0.043604819,5264,0.518,0.11
kalign,benchmarks/balibase/RV12/BB12036.tfa,0.008009405,4228,0.924,0.82
kalign2,benchmarks/balibase/RV12/BB12039.tfa,0.006120893,2012,0.906,0.78
kalign2,benchmarks/balibase/RV12/BB12040.tfa,0.008306485,1884,0.848,0.8
kalign2,benchmarks/balibase/RV12/BB12041.tfa,0.003389105,1984,0.688,0.45
kalign2,benchmarks/balibase/RV12/BB12042.tfa,0.016654944,2116,0.589,0.45
muscle,benchmarks/balibase/RV11/BBS11031.tfa,0.080198384,6616,0.377,0.11
muscle,benchmarks/balibase/RV11/BBS11032.tfa,0.029378804,4896,0.645,0.35
muscle,benchmarks/balibase/RV11/BBS11033.tfa,0.013270039,4028,0.353,0
kalign2,benchmarks/balibase/RV12/BB12043.tfa,0.087712754,2664,0.796,0.36
kalign,benchmarks/balibase/RV12/BB12037.tfa,0.193854974,6208,0.72,0.43
muscle,benchmarks/balibase/RV11/BBS11034.tfa,0.049055057,5648,0.41,0.11
muscle,benchmarks/balibase/RV11/BBS11035.tfa,0.008590626,3464,0.532,0.39
kalign2,benchmarks/balibase/RV12/BB12044.tfa,0.055897181,2404,0.822,0.61
kalign,benchmarks/balibase/RV12/BB12038.tfa,0.037432082,5696,0.824,0.5
kalign,benchmarks/balibase/RV12/BB12039.tfa,0.007454226,4284,0.926,0.76
kalign2,benchmarks/balibase/RV12/BBS12001.tfa,0.025507037,2424,0.779,0.59
muscle,benchmarks/balibase/RV11/BBS11036.tfa,0.058094523,5824,0.463,0.17
kalign,benchmarks/balibase/RV12/BB12040.tfa,0.005158437,4280,0.923,0.87
kalign2,benchmarks/balibase/RV12/BBS12002.tfa,0.005527323,1864,0.906,0.77
kalign,benchmarks/balibase/RV12/BB12041.tfa,0.005604208,4176,0.755,0.53
kalign2,benchmarks/balibase/RV12/BBS12003.tfa,0.003160018,1904,0.886,0.8
muscle,benchmarks/balibase/RV11/BBS11037.tfa,0.024508517,4824,0.326,0.15
kalign2,benchmarks/balibase/RV12/BBS12004.tfa,0.016703877,2256,0.845,0.49
kalign,benchmarks/balibase/RV12/BB12042.tfa,0.01819413,4456,0.603,0.46
kalign2,benchmarks/balibase/RV12/BBS12005.tfa,0.006613278,1984,0.892,0.68
muscle,benchmarks/balibase/RV11/BBS11038.tfa,0.043158509,5032,0.727,0.47
kalign2,benchmarks/balibase/RV12/BBS12006.tfa,0.006744867,1932,0.94,0.89
kalign,benchmarks/balibase/RV12/BB12043.tfa,0.0801353,5208,0.808,0.39
kalign2,benchmarks/balibase/RV12/BBS12007.tfa,0.108630812,3040,0.82,0.67
kalign,benchmarks/balibase/RV12/BB12044.tfa,0.051366946,4820,0.843,0.65
clustalo,benchmarks/HomFam/HMG_box_ref.tfa,0.06,3164,0.983,0.96
muscle,benchmarks/HomFam/LIM_test-only.tfa,74.56,345056,-1,-1
muscle,benchmarks/HomFam/OTCace_ref.tfa,0.01,4644,0.877,0.8
clustalo,benchmarks/HomFam/HMG_box_test-only.tfa,66.9,73036,0.377,0
clustalo,benchmarks/HomFam/KAS_ref.tfa,0.46,11532,0.842,0.78
muscle,benchmarks/HomFam/OTCace_test-only.tfa,70.77,524604,-1,-1
muscle,benchmarks/HomFam/PDZ_ref.tfa,0,3560,0.83,0.7
clustalo,benchmarks/HomFam/KAS_test-only.tfa,75.92,41804,0.165,0
clustalo,benchmarks/HomFam/LIM_ref.tfa,0.04,3256,1,1
clustalo,benchmarks/HomFam/LIM_test-only.tfa,107.05,99496,0.294,0
clustalo,benchmarks/HomFam/OTCace_ref.tfa,0.34,9644,0.906,0.88
muscle,benchmarks/balibase/RV12/BB12001.tfa,0.156298153,7408,0.737,0.59
kalign2,benchmarks/balibase/RV12/BBS12008.tfa,0.027110848,2092,0.902,0.69
clustalo,benchmarks/HomFam/OTCace_test-only.tfa,186.19,92132,0.169,0
clustalo,benchmarks/HomFam/PDZ_ref.tfa,0.08,3428,0.8,0.64
muscle,benchmarks/HomFam/PDZ_test-only.tfa,-1,-1,-1,-1
muscle,benchmarks/HomFam/Rhodanese_ref.tfa,0.01,3980,0.549,0.3
kalign,benchmarks/balibase/RV12/BBS12001.tfa,0.035685501,4712,0.782,0.62
kalign2,benchmarks/balibase/RV12/BBS12009.tfa,0.00273769,1908,0.823,0.57
clustalo,benchmarks/HomFam/PDZ_test-only.tfa,540.02,325140,-1,-1
clustalo,benchmarks/HomFam/Rhodanese_ref.tfa,0.16,5128,0.656,0.36
muscle,benchmarks/HomFam/Rhodanese_test-only.tfa,-1,-1,-1,-1
muscle,benchmarks/HomFam/Stap_Strp_toxin_ref.tfa,0.02,4468,0.76,0.55
muscle,benchmarks/HomFam/Stap_Strp_toxin_test-only.tfa,0.75,39160,-1,-1
muscle,benchmarks/HomFam/Sulfotransfer_ref.tfa,0.01,4504,0.75,0.44
muscle,benchmarks/HomFam/Sulfotransfer_test-only.tfa,53.05,435716,-1,-1
muscle,benchmarks/HomFam/TNF_ref.tfa,0.01,3800,0.803,0.6
muscle,benchmarks/HomFam/TNF_test-only.tfa,0.9,46992,-1,-1
muscle,benchmarks/HomFam/aadh_ref.tfa,0.04,5944,0.811,0.66
muscle,benchmarks/HomFam/aadh_test-only.tfa,43.51,466588,-1,-1
muscle,benchmarks/HomFam/aat_ref.tfa,0.06,6616,0.791,0.45
muscle,benchmarks/balibase/RV12/BB12002.tfa,0.020051228,4304,0.885,0.71
kalign,benchmarks/balibase/RV12/BBS12002.tfa,0.006387843,4320,0.912,0.79
clustalo,benchmarks/HomFam/Rhodanese_test-only.tfa,-1,-1,-1,-1
clustalo,benchmarks/HomFam/Stap_Strp_toxin_ref.tfa,0.28,7116,0.69,0.43
clustalo,benchmarks/HomFam/Stap_Strp_toxin_test-only.tfa,6,11060,0.139,0
clustalo,benchmarks/HomFam/Sulfotransfer_ref.tfa,0.33,10072,0.757,0.48
muscle,benchmarks/HomFam/aat_test-only.tfa,-1,-1,-1,-1
muscle,benchmarks/HomFam/ace_ref.tfa,0.06,6128,0.774,0.66
kalign2,benchmarks/balibase/RV12/BBS12010.tfa,0.010507138,1960,0.874,0.7
muscle,benchmarks/balibase/RV12/BB12003.tfa,0.012047604,3612,0.886,0.78
muscle,benchmarks/HomFam/ace_test-only.tfa,183.07,1288580,-1,-1
muscle,benchmarks/HomFam/adh_ref.tfa,0.02,5032,0.987,0.97
clustalo,benchmarks/HomFam/Sulfotransfer_test-only.tfa,-1,-1,-1,-1
clustalo,benchmarks/HomFam/TNF_ref.tfa,0.1,4408,0.879,0.76
clustalo,benchmarks/HomFam/TNF_test-only.tfa,15.97,14164,0.151,0
clustalo,benchmarks/HomFam/aadh_ref.tfa,1.14,19056,0.745,0.63
kalign,benchmarks/HomFam/aat_test-only.tfa,77.32,392028,-1,-1
kalign,benchmarks/HomFam/ace_ref.tfa,0.01,4692,0.786,0.67
kalign,benchmarks/HomFam/ace_test-only.tfa,15.99,69488,-1,-1
kalign,benchmarks/HomFam/adh_ref.tfa,0.01,4192,0.986,0.96
clustalo,benchmarks/HomFam/aadh_test-only.tfa,246.05,82644,0.232,0
clustalo,benchmarks/HomFam/aat_ref.tfa,1.29,15068,0.816,0.52
kalign,benchmarks/balibase/RV12/BBS12003.tfa,0.003980396,4196,0.872,0.73
kalign,benchmarks/balibase/RV12/BBS12004.tfa,0.01790596,4444,0.917,0.68
muscle,benchmarks/HomFam/adh_test-only.tfa,-1,-1,-1,-1
muscle,benchmarks/HomFam/aldosered_ref.tfa,0.02,4964,0.926,0.76
clustalo,benchmarks/HomFam/aat_test-only.tfa,-1,-1,-1,-1
clustalo,benchmarks/HomFam/ace_ref.tfa,1.2,20956,0.803,0.69
kalign,benchmarks/balibase/RV12/BBS12005.tfa,0.007298355,4340,0.86,0.69
kalign2,benchmarks/balibase/RV12/BBS12011.tfa,0.05790242,2564,0.679,0.37
kalign,benchmarks/HomFam/adh_test-only.tfa,33.18,196192,-1,-1
kalign,benchmarks/HomFam/aldosered_ref.tfa,0.01,4348,0.933,0.78
muscle,benchmarks/HomFam/aldosered_test-only.tfa,-1,-1,-1,-1
muscle,benchmarks/HomFam/annexin_ref.tfa,0.02,4768,1,1
muscle,benchmarks/HomFam/annexin_test-only.tfa,17.03,162988,-1,-1
muscle,benchmarks/HomFam/asp_ref.tfa,0.07,6616,0.856,0.69
muscle,benchmarks/HomFam/asp_test-only.tfa,103.42,718840,-1,-1
muscle,benchmarks/HomFam/az_ref.tfa,0.03,5340,0.63,0.36
muscle,benchmarks/HomFam/az_test-only.tfa,2.86,75532,-1,-1
muscle,benchmarks/HomFam/biotin_lipoyl_ref.tfa,0.01,3552,0.834,0.69
clustalo,benchmarks/HomFam/ace_test-only.tfa,-1,-1,-1,-1
clustalo,benchmarks/HomFam/adh_ref.tfa,0.39,10704,0.993,0.98
muscle,benchmarks/balibase/RV12/BB12004.tfa,0.06685026,5964,0.885,0.56
kalign,benchmarks/balibase/RV12/BBS12006.tfa,0.00722877,4396,0.938,0.91
muscle,benchmarks/HomFam/biotin_lipoyl_test-only.tfa,245.16,1101832,-1,-1
muscle,benchmarks/HomFam/blm_ref.tfa,0.03,4980,0.949,0.86
kalign,benchmarks/HomFam/aldosered_test-only.tfa,34.1,184980,-1,-1
kalign,benchmarks/HomFam/annexin_ref.tfa,0,4140,1,1
kalign,benchmarks/HomFam/annexin_test-only.tfa,1.44,17532,-1,-1
kalign,benchmarks/HomFam/asp_ref.tfa,0.02,4460,0.853,0.67
kalign,benchmarks/HomFam/asp_test-only.tfa,7.56,43084,-1,-1
kalign,benchmarks/HomFam/az_ref.tfa,0.01,4428,0.695,0.33
kalign,benchmarks/HomFam/az_test-only.tfa,0.48,9200,-1,-1
kalign,benchmarks/HomFam/biotin_lipoyl_ref.tfa,0,4292,0.834,0.69
kalign,benchmarks/HomFam/biotin_lipoyl_test-only.tfa,7.98,57224,-1,-1
kalign,benchmarks/HomFam/blm_ref.tfa,0.01,4636,0.967,0.91
kalign,benchmarks/HomFam/blm_test-only.tfa,25.72,134924,-1,-1
kalign,benchmarks/HomFam/blmb_ref.tfa,0,4304,0.393,0.17
clustalo,benchmarks/HomFam/adh_test-only.tfa,-1,-1,-1,-1
clustalo,benchmarks/HomFam/aldosered_ref.tfa,0.52,9956,0.937,0.79
kalign2,benchmarks/balibase/RV12/BBS12012.tfa,0.006483279,1864,0.591,0.42
muscle,benchmarks/balibase/RV12/BB12005.tfa,0.028578379,4796,0.873,0.65
muscle,benchmarks/HomFam/blm_test-only.tfa,-1,-1,-1,-1
muscle,benchmarks/HomFam/blmb_ref.tfa,0.01,4504,0.423,0.14
clustalo,benchmarks/HomFam/aldosered_test-only.tfa,-1,-1,-1,-1
clustalo,benchmarks/HomFam/annexin_ref.tfa,0.34,8712,1,1
clustalo,benchmarks/HomFam/annexin_test-only.tfa,41.81,47396,0.532,0
clustalo,benchmarks/HomFam/asp_ref.tfa,1.24,10796,0.874,0.76
muscle,benchmarks/balibase/RV12/BB12006.tfa,0.010913545,4008,0.924,0.86
kalign2,benchmarks/balibase/RV12/BBS12013.tfa,0.049332057,2784,0.931,0.84
muscle,benchmarks/HomFam/blmb_test-only.tfa,-1,-1,-1,-1
muscle,benchmarks/HomFam/bowman_ref.tfa,0,3256,1,1
muscle,benchmarks/HomFam/bowman_test-only.tfa,0.26,14376,-1,-1
muscle,benchmarks/HomFam/cah_ref.tfa,0.01,4372,0.878,0.76
muscle,benchmarks/HomFam/cah_test-only.tfa,10.98,201756,-1,-1
muscle,benchmarks/HomFam/cryst_ref.tfa,0.02,4260,0.653,0
muscle,benchmarks/HomFam/cryst_test-only.tfa,2.87,68516,-1,-1
muscle,benchmarks/HomFam/cyclo_ref.tfa,0,3936,0.846,0.72
kalign,benchmarks/HomFam/blmb_test-only.tfa,34.59,234096,-1,-1
kalign,benchmarks/HomFam/bowman_ref.tfa,0,4136,1,1
kalign,benchmarks/HomFam/bowman_test-only.tfa,0.05,4492,-1,-1
kalign,benchmarks/HomFam/cah_ref.tfa,0,4264,0.838,0.7
kalign,benchmarks/HomFam/cah_test-only.tfa,1.61,11844,-1,-1
kalign,benchmarks/HomFam/cryst_ref.tfa,0,4344,0.646,0
kalign,benchmarks/HomFam/cryst_test-only.tfa,0.42,8844,-1,-1
kalign,benchmarks/HomFam/cyclo_ref.tfa,0,4352,0.844,0.72
kalign,benchmarks/HomFam/cyclo_test-only.tfa,6.57,57484,-1,-1
kalign,benchmarks/HomFam/cys_ref.tfa,0.01,4268,0.877,0.66
kalign,benchmarks/HomFam/cys_test-only.tfa,5.81,44228,-1,-1
kalign,benchmarks/HomFam/cyt3_ref.tfa,0,4344,0.779,0.62
kalign,benchmarks/HomFam/cyt3_test-only.tfa,0.17,5044,-1,-1
kalign,benchmarks/HomFam/cytb_ref.tfa,0,4244,0.974,0.94
kalign,benchmarks/HomFam/cytb_test-only.tfa,1.98,20124,-1,-1
kalign,benchmarks/HomFam/egf_ref.tfa,0,4112,0.725,0.51
kalign,benchmarks/HomFam/egf_test-only.tfa,4.55,38756,-1,-1
kalign,benchmarks/HomFam/flav_ref.tfa,0,4216,0.875,0.75
kalign,benchmarks/HomFam/flav_test-only.tfa,4.65,31032,-1,-1
kalign,benchmarks/HomFam/ghf10_ref.tfa,0.01,4164,0.941,0.88
kalign,benchmarks/HomFam/ghf10_test-only.tfa,2.01,14164,-1,-1
kalign,benchmarks/HomFam/ghf11_ref.tfa,0,4344,0.947,0.88
kalign,benchmarks/HomFam/ghf11_test-only.tfa,0.39,7392,-1,-1
kalign,benchmarks/HomFam/ghf13_ref.tfa,0.03,4668,0.66,0.34
muscle,benchmarks/HomFam/cyclo_test-only.tfa,311.87,777236,-1,-1
muscle,benchmarks/HomFam/cys_ref.tfa,0.03,5468,0.893,0.72
clustalo,benchmarks/HomFam/asp_test-only.tfa,-1,-1,-1,-1
clustalo,benchmarks/HomFam/az_ref.tfa,0.61,5296,0.686,0.39
clustalo,benchmarks/HomFam/az_test-only.tfa,24.52,20684,0.13,0
clustalo,benchmarks/HomFam/biotin_lipoyl_ref.tfa,0.08,3436,0.853,0.78
kalign2,benchmarks/balibase/RV12/BBS12014.tfa,0.007131953,1828,1,1
kalign,benchmarks/balibase/RV12/BBS12007.tfa,0.094918083,4984,0.812,0.64
muscle,benchmarks/HomFam/cys_test-only.tfa,115.09,643080,-1,-1
muscle,benchmarks/HomFam/cyt3_ref.tfa,0,3696,0.85,0.67
muscle,benchmarks/HomFam/cyt3_test-only.tfa,0.52,28492,-1,-1
muscle,benchmarks/HomFam/cytb_ref.tfa,0,3532,0.891,0.73
muscle,benchmarks/HomFam/cytb_test-only.tfa,34.63,217764,-1,-1
muscle,benchmarks/HomFam/egf_ref.tfa,0,3564,0.734,0.54
muscle,benchmarks/HomFam/egf_test-only.tfa,82.37,476152,-1,-1
muscle,benchmarks/HomFam/flav_ref.tfa,0.01,4064,0.853,0.7
clustalo,benchmarks/HomFam/biotin_lipoyl_test-only.tfa,180.82,177628,2.739,0
clustalo,benchmarks/HomFam/blm_ref.tfa,0.39,7104,0.951,0.87
muscle,benchmarks/HomFam/flav_test-only.tfa,81.04,460416,-1,-1
muscle,benchmarks/HomFam/ghf10_ref.tfa,0.02,4672,0.915,0.83
muscle,benchmarks/HomFam/ghf10_test-only.tfa,16.01,238124,-1,-1
muscle,benchmarks/HomFam/ghf11_ref.tfa,0.01,3996,0.901,0.82
muscle,benchmarks/HomFam/ghf11_test-only.tfa,1.68,59768,-1,-1
muscle,benchmarks/HomFam/ghf13_ref.tfa,0.06,7024,0.665,0.33
kalign,benchmarks/HomFam/ghf13_test-only.tfa,26.93,166440,-1,-1
kalign,benchmarks/HomFam/ghf1_ref.tfa,0.03,4552,0.948,0.88
kalign,benchmarks/HomFam/ghf1_test-only.tfa,12.79,46208,-1,-1
kalign,benchmarks/HomFam/ghf22_ref.tfa,0,4284,0.951,0.88
kalign,benchmarks/HomFam/ghf22_test-only.tfa,0.33,7028,-1,-1
kalign,benchmarks/HomFam/ghf5_ref.tfa,0.01,4576,0.553,0.34
kalign,benchmarks/HomFam/ghf5_test-only.tfa,5.33,30856,-1,-1
kalign,benchmarks/HomFam/glob_ref.tfa,0.02,4392,0.909,0.51
kalign,benchmarks/HomFam/glob_test-only.tfa,2.58,21176,-1,-1
kalign,benchmarks/HomFam/gluts_ref.tfa,0.01,4484,0.932,0.82
kalign2,benchmarks/balibase/RV12/BBS12015.tfa,0.006964082,1952,0.9,0.83
kalign2,benchmarks/balibase/RV12/BBS12016.tfa,0.00418748,1936,0.823,0.64
kalign,benchmarks/HomFam/gluts_test-only.tfa,11.4,75396,-1,-1
kalign,benchmarks/HomFam/gpdh_ref.tfa,0.02,4708,0.952,0.9
kalign,benchmarks/HomFam/gpdh_test-only.tfa,7.44,46044,-1,-1
kalign,benchmarks/HomFam/hip_ref.tfa,0.01,4204,0.838,0.72
kalign,benchmarks/HomFam/hip_test-only.tfa,0.03,4560,-1,-1
kalign,benchmarks/HomFam/hla_ref.tfa,0,4236,1,1
clustalo,benchmarks/HomFam/blm_test-only.tfa,-1,-1,-1,-1
clustalo,benchmarks/HomFam/blmb_ref.tfa,0.33,8768,0.529,0.33
kalign,benchmarks/HomFam/hla_test-only.tfa,15.31,81180,-1,-1
kalign,benchmarks/HomFam/hom_ref.tfa,0,4228,0.949,0.79
kalign,benchmarks/HomFam/hom_test-only.tfa,7.97,59212,-1,-1
kalign,benchmarks/HomFam/hormone_rec_ref.tfa,0,4292,0.748,0.61
muscle,benchmarks/HomFam/ghf13_test-only.tfa,-1,-1,-1,-1
muscle,benchmarks/HomFam/ghf1_ref.tfa,0.04,6192,0.923,0.81
kalign,benchmarks/HomFam/hormone_rec_test-only.tfa,4.68,31736,-1,-1
kalign,benchmarks/HomFam/hpr_ref.tfa,0,4244,1,1
kalign,benchmarks/HomFam/hpr_test-only.tfa,2.16,17828,-1,-1
kalign,benchmarks/HomFam/hr_ref.tfa,0,4192,1,1
kalign,benchmarks/HomFam/hr_test-only.tfa,1.83,20396,-1,-1
kalign,benchmarks/HomFam/icd_ref.tfa,0.01,4500,0.899,0.79
kalign,benchmarks/HomFam/icd_test-only.tfa,12.54,48200,-1,-1
kalign,benchmarks/HomFam/il8_ref.tfa,0,4248,0.926,0.86
kalign,benchmarks/HomFam/il8_test-only.tfa,0.34,8700,-1,-1
kalign,benchmarks/HomFam/ins_ref.tfa,0,4192,1,1
kalign,benchmarks/HomFam/ins_test-only.tfa,0.24,6968,-1,-1
kalign,benchmarks/HomFam/int_ref.tfa,0,4180,0.86,0.73
muscle,benchmarks/HomFam/ghf1_test-only.tfa,172.95,1188272,-1,-1
muscle,benchmarks/HomFam/ghf22_ref.tfa,0,4260,0.959,0.9
muscle,benchmarks/HomFam/ghf22_test-only.tfa,1.48,57548,-1,-1
muscle,benchmarks/HomFam/ghf5_ref.tfa,0.03,5084,0.45,0.23
kalign,benchmarks/HomFam/int_test-only.tfa,11.48,81028,-1,-1
kalign,benchmarks/HomFam/kringle_ref.tfa,0.01,4332,0.933,0.85
kalign,benchmarks/HomFam/kringle_test-only.tfa,0.42,8716,-1,-1
kalign,benchmarks/HomFam/kunitz_ref.tfa,0,4312,0.96,0.8
kalign,benchmarks/HomFam/kunitz_test-only.tfa,1.01,13288,-1,-1
kalign,benchmarks/HomFam/ldh_ref.tfa,0.02,4552,0.845,0.66
kalign,benchmarks/balibase/RV12/BBS12008.tfa,0.028470871,4496,0.898,0.64
kalign2,benchmarks/balibase/RV12/BBS12017.tfa,0.017312109,2052,0.843,0.7
kalign,benchmarks/HomFam/ldh_test-only.tfa,7.7,48352,-1,-1
kalign,benchmarks/HomFam/ltn_ref.tfa,0.01,4548,0.937,0.87
kalign,benchmarks/HomFam/ltn_test-only.tfa,1.36,11044,-1,-1
kalign,benchmarks/HomFam/lyase_1_ref.tfa,0.02,4336,0.792,0.67
muscle,benchmarks/HomFam/ghf5_test-only.tfa,72.07,501752,-1,-1
muscle,benchmarks/HomFam/glob_ref.tfa,0.05,7048,0.912,0.62
muscle,benchmarks/HomFam/glob_test-only.tfa,35.57,296172,-1,-1
muscle,benchmarks/HomFam/gluts_ref.tfa,0.02,5284,0.918,0.78
kalign,benchmarks/HomFam/lyase_1_test-only.tfa,15.02,51288,-1,-1
kalign,benchmarks/HomFam/mmp_ref.tfa,0,4316,0.981,0.94
kalign,benchmarks/HomFam/mmp_test-only.tfa,1.25,12384,-1,-1
kalign,benchmarks/HomFam/mofe_ref.tfa,0.02,4704,0.802,0.71
kalign,benchmarks/HomFam/mofe_test-only.tfa,5.63,25232,-1,-1
kalign,benchmarks/HomFam/msb_ref.tfa,0,4332,0.903,0.82
kalign,benchmarks/HomFam/msb_test-only.tfa,5.02,35880,-1,-1
kalign,benchmarks/HomFam/myb_DNA-binding_ref.tfa,0,4296,0.949,0.88
kalign,benchmarks/HomFam/myb_DNA-binding_test-only.tfa,6.16,53788,-1,-1
kalign,benchmarks/HomFam/oxidored_q6_ref.tfa,0,4248,0.973,0.93
kalign,benchmarks/HomFam/oxidored_q6_test-only.tfa,2.12,20384,-1,-1
kalign,benchmarks/HomFam/p450_ref.tfa,0.03,4764,0.602,0.23
clustalo,benchmarks/HomFam/blmb_test-only.tfa,-1,-1,-1,-1
clustalo,benchmarks/HomFam/bowman_ref.tfa,0.04,3168,1,1
clustalo,benchmarks/HomFam/bowman_test-only.tfa,2.3,7924,-1,-1
clustalo,benchmarks/HomFam/cah_ref.tfa,0.21,6944,0.88,0.75
clustalo,benchmarks/HomFam/cah_test-only.tfa,139.21,64692,0.053,0
clustalo,benchmarks/HomFam/cryst_ref.tfa,0.2,7112,0.47,0
clustalo,benchmarks/HomFam/cryst_test-only.tfa,18.51,21152,0.368,0
clustalo,benchmarks/HomFam/cyclo_ref.tfa,0.16,5012,0.862,0.74
muscle,benchmarks/HomFam/gluts_test-only.tfa,379.07,901664,-1,-1
muscle,benchmarks/HomFam/gpdh_ref.tfa,0.03,5480,0.954,0.91
kalign,benchmarks/balibase/RV12/BBS12009.tfa,0.008712133,4212,0.841,0.62
kalign,benchmarks/balibase/RV12/BBS12010.tfa,0.012825288,4396,0.896,0.77
muscle,benchmarks/HomFam/gpdh_test-only.tfa,159.45,793592,-1,-1
muscle,benchmarks/HomFam/hip_ref.tfa,0,3384,0.762,0.54
muscle,benchmarks/HomFam/hip_test-only.tfa,0.07,10460,-1,-1
muscle,benchmarks/HomFam/hla_ref.tfa,0,3852,1,1
clustalo,benchmarks/HomFam/cyclo_test-only.tfa,568.59,235412,-1,-1
clustalo,benchmarks/HomFam/cys_ref.tfa,0.73,7024,0.926,0.81
kalign2,benchmarks/balibase/RV12/BBS12018.tfa,0.022488977,2448,0.895,0.84
kalign2,benchmarks/balibase/RV12/BBS12019.tfa,0.027314461,2272,0.851,0.72
muscle,benchmarks/HomFam/hla_test-only.tfa,483.33,1702724,-1,-1
muscle,benchmarks/HomFam/hom_ref.tfa,0,3476,0.99,0.95
clustalo,benchmarks/HomFam/cys_test-only.tfa,599.37,187644,0.132,0
clustalo,benchmarks/HomFam/cyt3_ref.tfa,0.1,3696,0.823,0.61
clustalo,benchmarks/HomFam/cyt3_test-only.tfa,12.16,13768,0.035,0
clustalo,benchmarks/HomFam/cytb_ref.tfa,0.07,3360,0.872,0.66
clustalo,benchmarks/HomFam/cytb_test-only.tfa,117.71,74104,0.306,0
clustalo,benchmarks/HomFam/egf_ref.tfa,0.1,3184,0.692,0.54
