aligner,instance,time,ram,SP,TC
clustalo,benchmarks/HomFam/ghf1_ref.tfa,1.28,1.28,0.954,0.880
kalign,benchmarks/HomFam/p450_test-only.tfa,82.72,82.72,-1,-1
kalign,benchmarks/HomFam/peroxidase_ref.tfa,0.01,0.01,0.913,0.780
kalign,benchmarks/HomFam/peroxidase_test-only.tfa,7.13,7.13,-1,-1
kalign,benchmarks/HomFam/phc_ref.tfa,0.01,0.01,0.947,0.880
kalign,benchmarks/HomFam/phc_test-only.tfa,1.56,1.56,-1,-1
kalign,benchmarks/HomFam/phoslip_ref.tfa,0.01,0.01,0.881,0.800
kalign,benchmarks/HomFam/phoslip_test-only.tfa,0.43,0.43,-1,-1
kalign,benchmarks/HomFam/profilin_ref.tfa,0.0,0.0,0.924,0.850
kalign,benchmarks/HomFam/profilin_test-only.tfa,0.34,0.34,-1,-1
kalign,benchmarks/HomFam/proteasome_ref.tfa,0.02,0.02,0.820,0.350
kalign,benchmarks/HomFam/proteasome_test-only.tfa,5.85,5.85,-1,-1
kalign,benchmarks/HomFam/rhv_ref.tfa,0.03,0.03,0.819,0.720
muscle,benchmarks/HomFam/lyase_1_test-only.tfa,281.21,281.21,-1,-1
muscle,benchmarks/HomFam/mmp_ref.tfa,0.0,0.0,0.979,0.940
muscle,benchmarks/HomFam/mmp_test-only.tfa,11.09,11.09,-1,-1
muscle,benchmarks/HomFam/mofe_ref.tfa,0.03,0.03,0.758,0.640
muscle,benchmarks/HomFam/mofe_test-only.tfa,-1,-1,-1,-1
muscle,benchmarks/HomFam/msb_ref.tfa,0.01,0.01,0.886,0.810
muscle,benchmarks/HomFam/msb_test-only.tfa,86.72,86.72,-1,-1
muscle,benchmarks/HomFam/myb_DNA-binding_ref.tfa,0.0,0.0,0.991,0.970
clustalo,benchmarks/HomFam/ghf1_test-only.tfa,-1,-1,-1,-1
clustalo,benchmarks/HomFam/ghf22_ref.tfa,0.19,0.19,0.973,0.940
kalign,benchmarks/HomFam/rhv_test-only.tfa,19.5,19.5,-1,-1
kalign,benchmarks/HomFam/ricin_ref.tfa,0.01,0.01,0.886,0.780
kalign,benchmarks/HomFam/ricin_test-only.tfa,0.64,0.64,-1,-1
kalign,benchmarks/HomFam/rnasemam_ref.tfa,0.0,0.0,0.938,0.850
kalign,benchmarks/HomFam/rnasemam_test-only.tfa,0.21,0.21,-1,-1
kalign,benchmarks/HomFam/rrm_ref.tfa,0.0,0.0,0.642,0.280
clustalo,benchmarks/HomFam/ghf22_test-only.tfa,15.18,15.18,0.330,0.000
clustalo,benchmarks/HomFam/ghf5_ref.tfa,0.7,0.7,0.659,0.450
muscle,benchmarks/HomFam/myb_DNA-binding_test-only.tfa,248.67,248.67,-1,-1
muscle,benchmarks/HomFam/oxidored_q6_ref.tfa,0.01,0.01,0.968,0.930
muscle,benchmarks/HomFam/oxidored_q6_test-only.tfa,36.02,36.02,-1,-1
muscle,benchmarks/HomFam/p450_ref.tfa,0.1,0.1,0.644,0.350
clustalo,benchmarks/HomFam/ghf5_test-only.tfa,-1,-1,-1,-1
clustalo,benchmarks/HomFam/glob_ref.tfa,1.32,1.32,0.920,0.820
clustalo,benchmarks/HomFam/glob_test-only.tfa,82.46,82.46,0.307,0.000
clustalo,benchmarks/HomFam/gluts_ref.tfa,0.53,0.53,0.917,0.780
muscle,benchmarks/HomFam/p450_test-only.tfa,-1,-1,-1,-1
muscle,benchmarks/HomFam/peroxidase_ref.tfa,0.02,0.02,0.908,0.770
kalign,benchmarks/HomFam/rrm_test-only.tfa,38.1,38.1,-1,-1
kalign,benchmarks/HomFam/rub_ref.tfa,0.0,0.0,0.991,0.970
kalign,benchmarks/HomFam/rub_test-only.tfa,0.39,0.39,-1,-1
kalign,benchmarks/HomFam/rvp_ref.tfa,0.0,0.0,0.773,0.500
muscle,benchmarks/HomFam/peroxidase_test-only.tfa,131.18,131.18,-1,-1
muscle,benchmarks/HomFam/phc_ref.tfa,0.01,0.01,0.955,0.870
kalign,benchmarks/HomFam/rvp_test-only.tfa,175.52,175.52,-1,-1
kalign,benchmarks/HomFam/scorptoxin_ref.tfa,0.0,0.0,0.893,0.800
kalign,benchmarks/HomFam/scorptoxin_test-only.tfa,0.07,0.07,-1,-1
kalign,benchmarks/HomFam/sdr_ref.tfa,0.01,0.01,0.743,0.320
muscle,benchmarks/HomFam/phc_test-only.tfa,15.53,15.53,-1,-1
muscle,benchmarks/HomFam/phoslip_ref.tfa,0.02,0.02,0.885,0.800
muscle,benchmarks/HomFam/phoslip_test-only.tfa,2.25,2.25,-1,-1
muscle,benchmarks/HomFam/profilin_ref.tfa,0.01,0.01,0.922,0.850
muscle,benchmarks/HomFam/profilin_test-only.tfa,1.63,1.63,-1,-1
muscle,benchmarks/HomFam/proteasome_ref.tfa,0.06,0.06,0.776,0.450
kalign,benchmarks/HomFam/sdr_test-only.tfa,125.34,125.34,-1,-1
kalign,benchmarks/HomFam/seatoxin_ref.tfa,0.0,0.0,0.789,0.470
kalign,benchmarks/HomFam/seatoxin_test-only.tfa,0.01,0.01,-1,-1
kalign,benchmarks/HomFam/serpin_ref.tfa,0.01,0.01,0.943,0.860
kalign,benchmarks/HomFam/serpin_test-only.tfa,6.51,6.51,-1,-1
kalign,benchmarks/HomFam/slectin_ref.tfa,0.01,0.01,0.928,0.870
kalign,benchmarks/HomFam/slectin_test-only.tfa,0.63,0.63,-1,-1
kalign,benchmarks/HomFam/sodcu_ref.tfa,0.0,0.0,0.897,0.830
kalign,benchmarks/HomFam/sodcu_test-only.tfa,1.43,1.43,-1,-1
kalign,benchmarks/HomFam/sodfe_ref.tfa,0.0,0.0,0.778,0.540
kalign,benchmarks/HomFam/sodfe_test-only.tfa,2.43,2.43,-1,-1
kalign,benchmarks/HomFam/sti_ref.tfa,0.0,0.0,0.795,0.550
kalign,benchmarks/HomFam/sti_test-only.tfa,0.43,0.43,-1,-1
kalign,benchmarks/HomFam/subt_ref.tfa,0.02,0.02,0.611,0.350
muscle,benchmarks/HomFam/proteasome_test-only.tfa,131.06,131.06,-1,-1
muscle,benchmarks/HomFam/rhv_ref.tfa,0.1,0.1,0.815,0.700
clustalo,benchmarks/HomFam/gluts_test-only.tfa,-1,-1,-1,-1
clustalo,benchmarks/HomFam/gpdh_ref.tfa,0.63,0.63,0.955,0.900
kalign,benchmarks/HomFam/subt_test-only.tfa,22.98,22.98,-1,-1
kalign,benchmarks/HomFam/tRNA-synt_2b_ref.tfa,0.0,0.0,0.488,0.230
clustalo,benchmarks/HomFam/gpdh_test-only.tfa,241.31,241.31,-1,-1
clustalo,benchmarks/HomFam/hip_ref.tfa,0.06,0.06,0.907,0.830
clustalo,benchmarks/HomFam/hip_test-only.tfa,1.51,1.51,0.502,0.000
clustalo,benchmarks/HomFam/hla_ref.tfa,0.1,0.1,1.000,1.000
kalign,benchmarks/HomFam/tRNA-synt_2b_test-only.tfa,14.81,14.81,-1,-1
kalign,benchmarks/HomFam/tgfb_ref.tfa,0.0,0.0,0.918,0.760
kalign,benchmarks/HomFam/tgfb_test-only.tfa,0.72,0.72,-1,-1
kalign,benchmarks/HomFam/tim_ref.tfa,0.01,0.01,0.982,0.960
kalign,benchmarks/HomFam/tim_test-only.tfa,4.88,4.88,-1,-1
kalign,benchmarks/HomFam/tms_ref.tfa,0.01,0.01,0.963,0.920
kalign,benchmarks/HomFam/tms_test-only.tfa,2.96,2.96,-1,-1
kalign,benchmarks/HomFam/toxin_ref.tfa,0.0,0.0,0.914,0.720
kalign,benchmarks/HomFam/toxin_test-only.tfa,0.13,0.13,-1,-1
kalign,benchmarks/HomFam/trfl_ref.tfa,0.02,0.02,0.966,0.940
kalign,benchmarks/HomFam/trfl_test-only.tfa,1.02,1.02,-1,-1
kalign,benchmarks/HomFam/uce_ref.tfa,0.01,0.01,0.832,0.810
kalign,benchmarks/HomFam/uce_test-only.tfa,3.85,3.85,-1,-1
kalign,benchmarks/HomFam/zf-CCHH_ref.tfa,0.0,0.0,0.919,0.760
muscle,benchmarks/HomFam/rhv_test-only.tfa,-1,-1,-1,-1
muscle,benchmarks/HomFam/ricin_ref.tfa,0.02,0.02,0.874,0.790
muscle,benchmarks/HomFam/ricin_test-only.tfa,3.0,3.0,-1,-1
muscle,benchmarks/HomFam/rnasemam_ref.tfa,0.0,0.0,0.926,0.810
muscle,benchmarks/HomFam/rnasemam_test-only.tfa,0.68,0.68,-1,-1
muscle,benchmarks/HomFam/rrm_ref.tfa,0.01,0.01,0.566,0.160
kalign,benchmarks/HomFam/zf-CCHH_test-only.tfa,137.08,137.08,-1,-1
kalign,benchmarks/QuanTest2/Test/AAA.tfa,0.61,0.61,0.249,0.000
kalign,benchmarks/QuanTest2/Test/ACPS.tfa,0.59,0.59,0.166,0.000
kalign,benchmarks/QuanTest2/Test/AP_endonuc_2.tfa,1.14,1.14,0.083,0.000
kalign,benchmarks/QuanTest2/Test/ARM.tfa,0.26,0.26,0.000,0.000
kalign,benchmarks/QuanTest2/Test/Adenylsucc_synt.tfa,2.32,2.32,0.323,0.000
kalign,benchmarks/QuanTest2/Test/AhpC-TSA.tfa,0.61,0.61,0.161,0.000
kalign,benchmarks/QuanTest2/Test/Asp_Glu_race_D.tfa,1.03,1.03,0.032,0.000
kalign,benchmarks/QuanTest2/Test/Bac_DNA_binding.tfa,0.44,0.44,0.403,0.000
kalign,benchmarks/QuanTest2/Test/C2.tfa,0.55,0.55,0.151,0.000
kalign,benchmarks/QuanTest2/Test/CBS.tfa,0.36,0.36,0.074,0.000
kalign,benchmarks/QuanTest2/Test/CH.tfa,0.49,0.49,0.177,0.000
kalign,benchmarks/QuanTest2/Test/COX3.tfa,1.02,1.02,0.069,0.000
kalign,benchmarks/QuanTest2/Test/CPS.tfa,0.89,0.89,0.249,0.000
kalign,benchmarks/QuanTest2/Test/CUB.tfa,0.65,0.65,0.077,0.000
kalign,benchmarks/QuanTest2/Test/Cu_nir.tfa,0.64,0.64,0.004,0.000
kalign,benchmarks/QuanTest2/Test/Cys_Met_Meta_PP.tfa,2.11,2.11,0.126,0.000
kalign,benchmarks/QuanTest2/Test/DAHP_synth_1.tfa,1.37,1.37,0.069,0.000
kalign,benchmarks/QuanTest2/Test/DEAD.tfa,1.08,1.08,0.072,0.000
kalign,benchmarks/QuanTest2/Test/DHH.tfa,0.83,0.83,0.203,0.000
kalign,benchmarks/QuanTest2/Test/DHOdehase.tfa,1.5,1.5,0.128,0.000
kalign,benchmarks/QuanTest2/Test/DUF170.tfa,0.38,0.38,0.113,0.000
kalign,benchmarks/QuanTest2/Test/EFTU_2.tfa,0.35,0.35,0.372,0.000
kalign,benchmarks/QuanTest2/Test/EFTU_C.tfa,0.41,0.41,0.464,0.000
kalign,benchmarks/QuanTest2/Test/EGF_Lam.tfa,0.28,0.28,0.162,0.000
kalign,benchmarks/QuanTest2/Test/Extradiol_dioxy.tfa,0.68,0.68,0.174,0.000
kalign,benchmarks/QuanTest2/Test/FAD-oxidase_C.tfa,1.22,1.22,0.088,0.000
kalign,benchmarks/QuanTest2/Test/FAD_binding_4.tfa,0.69,0.69,0.215,0.000
kalign,benchmarks/QuanTest2/Test/Filamin.tfa,0.54,0.54,0.145,0.000
kalign,benchmarks/QuanTest2/Test/GAF.tfa,0.79,0.79,0.072,0.000
kalign,benchmarks/QuanTest2/Test/GAL4.tfa,0.32,0.32,0.539,0.000
kalign,benchmarks/QuanTest2/Test/GATase.tfa,0.92,0.92,0.093,0.000
kalign,benchmarks/QuanTest2/Test/Glyco_hydro_18.tfa,2.08,2.08,0.034,0.000
kalign,benchmarks/QuanTest2/Test/Glyco_hydro_18_D1.tfa,2.04,2.04,0.044,0.000
kalign,benchmarks/QuanTest2/Test/Glyco_hydro_18_D2.tfa,2.05,2.05,0.000,0.000
kalign,benchmarks/QuanTest2/Test/Glyco_hydro_2.tfa,0.59,0.59,0.104,0.000
kalign,benchmarks/QuanTest2/Test/HGTP_anticodon.tfa,0.45,0.45,0.197,0.000
kalign,benchmarks/QuanTest2/Test/HLH.tfa,0.39,0.39,0.371,0.000
kalign,benchmarks/QuanTest2/Test/HMA.tfa,0.35,0.35,0.558,0.000
kalign,benchmarks/QuanTest2/Test/HMG_box.tfa,0.32,0.32,0.523,0.000
kalign,benchmarks/QuanTest2/Test/Haloperoxidase.tfa,1.56,1.56,0.107,0.000
kalign,benchmarks/QuanTest2/Test/KISc.tfa,2.01,2.01,0.031,0.000
kalign,benchmarks/QuanTest2/Test/LDLa.tfa,0.27,0.27,0.308,0.000
kalign,benchmarks/QuanTest2/Test/LIM.tfa,0.35,0.35,0.350,0.000
kalign,benchmarks/QuanTest2/Test/LMWPc.tfa,0.66,0.66,0.236,0.000
kalign,benchmarks/QuanTest2/Test/LRR.tfa,0.26,0.26,0.000,0.000
kalign,benchmarks/QuanTest2/Test/Lum_binding.tfa,0.46,0.46,0.344,0.000
kalign,benchmarks/QuanTest2/Test/MCR_alpha.tfa,0.53,0.53,0.098,0.000
kalign,benchmarks/QuanTest2/Test/MM_CoA_mutase.tfa,0.61,0.61,0.348,0.000
kalign,benchmarks/QuanTest2/Test/MoCF_biosynth.tfa,0.66,0.66,0.212,0.000
kalign,benchmarks/QuanTest2/Test/Mur_ligase_C.tfa,0.42,0.42,0.234,0.000
kalign,benchmarks/QuanTest2/Test/NADHdh_2.tfa,0.9,0.9,0.139,0.000
kalign,benchmarks/QuanTest2/Test/NTP_transferase.tfa,1.24,1.24,0.225,0.000
kalign,benchmarks/QuanTest2/Test/Nitroreductase.tfa,0.82,0.82,0.141,0.000
kalign,benchmarks/QuanTest2/Test/Orn_DAP_Arg_deC.tfa,0.68,0.68,0.030,0.000
kalign,benchmarks/QuanTest2/Test/PAS.tfa,0.63,0.63,0.299,0.000
kalign,benchmarks/QuanTest2/Test/PA_phosphatase.tfa,1.38,1.38,0.047,0.000
kalign,benchmarks/QuanTest2/Test/PDZ.tfa,0.5,0.5,0.075,0.000
kalign,benchmarks/QuanTest2/Test/PEP-utilizers.tfa,0.37,0.37,0.248,0.000
kalign,benchmarks/QuanTest2/Test/PGAM.tfa,0.9,0.9,0.143,0.000
kalign,benchmarks/QuanTest2/Test/Peptidase_M24.tfa,1.19,1.19,0.159,0.000
kalign,benchmarks/QuanTest2/Test/Phage_integrase.tfa,0.99,0.99,0.058,0.000
kalign,benchmarks/QuanTest2/Test/RING.tfa,0.29,0.29,0.292,0.000
kalign,benchmarks/QuanTest2/Test/RNase_HII.tfa,0.87,0.87,0.215,0.000
kalign,benchmarks/QuanTest2/Test/Rhodanese.tfa,0.6,0.6,0.084,0.000
kalign,benchmarks/QuanTest2/Test/Ribosomal_L1.tfa,1.02,1.02,0.061,0.000
kalign,benchmarks/QuanTest2/Test/Ribosomal_L6_D.tfa,0.34,0.34,0.213,0.000
kalign,benchmarks/QuanTest2/Test/RuBisCO_large.tfa,1.15,1.15,0.273,0.000
kalign,benchmarks/QuanTest2/Test/RuBisCO_large_N.tfa,0.51,0.51,0.330,0.000
kalign,benchmarks/QuanTest2/Test/S4.tfa,0.26,0.26,0.610,0.000
kalign,benchmarks/QuanTest2/Test/SBP_bacterial_1.tfa,2.16,2.16,0.039,0.000
kalign,benchmarks/QuanTest2/Test/Sm.tfa,0.37,0.37,0.358,0.000
kalign,benchmarks/QuanTest2/Test/Sulfotransfer.tfa,1.42,1.42,0.102,0.000
kalign,benchmarks/QuanTest2/Test/TIG.tfa,0.55,0.55,0.170,0.000
kalign,benchmarks/QuanTest2/Test/Toprim.tfa,0.51,0.51,0.234,0.000
kalign,benchmarks/QuanTest2/Test/TyrKc.tfa,1.66,1.66,0.079,0.000
kalign,benchmarks/QuanTest2/Test/UBQ.tfa,0.32,0.32,0.477,0.000
kalign,benchmarks/QuanTest2/Test/UPF0076.tfa,0.54,0.54,-1,-1
kalign,benchmarks/QuanTest2/Test/aabp.tfa,1.25,1.25,0.139,0.000
kalign,benchmarks/QuanTest2/Test/ace.tfa,3.95,3.95,0.013,0.000
kalign,benchmarks/QuanTest2/Test/aldedh.tfa,2.78,2.78,0.063,0.000
kalign,benchmarks/QuanTest2/Test/aldosered.tfa,1.63,1.63,0.060,0.000
kalign,benchmarks/QuanTest2/Test/asp.tfa,2.11,2.11,0.061,0.000
kalign,benchmarks/QuanTest2/Test/bac_luciferase.tfa,1.81,1.81,0.036,0.000
kalign,benchmarks/QuanTest2/Test/biotin_lipoyl.tfa,0.34,0.34,0.348,0.000
kalign,benchmarks/QuanTest2/Test/blmb.tfa,1.08,1.08,0.032,0.000
kalign,benchmarks/QuanTest2/Test/bromodomain.tfa,0.43,0.43,0.227,0.000
kalign,benchmarks/QuanTest2/Test/cat.tfa,1.93,1.93,0.233,0.000
kalign,benchmarks/QuanTest2/Test/ccH.tfa,0.43,0.43,0.167,0.000
kalign,benchmarks/QuanTest2/Test/cdh.tfa,0.55,0.55,0.176,0.000
kalign,benchmarks/QuanTest2/Test/citrate_synt.tfa,1.74,1.74,0.111,0.000
kalign,benchmarks/QuanTest2/Test/cpa.tfa,1.51,1.51,0.098,0.000
kalign,benchmarks/QuanTest2/Test/csp.tfa,0.31,0.31,0.519,0.000
kalign,benchmarks/QuanTest2/Test/cyclo.tfa,0.73,0.73,0.176,0.000
kalign,benchmarks/QuanTest2/Test/cys.tfa,1.17,1.17,0.101,0.000
kalign,benchmarks/QuanTest2/Test/cytb.tfa,0.42,0.42,0.276,0.000
kalign,benchmarks/QuanTest2/Test/cytc.tfa,0.45,0.45,0.143,0.000
kalign,benchmarks/QuanTest2/Test/dCMP_cyt_deam.tfa,0.48,0.48,0.115,0.000
kalign,benchmarks/QuanTest2/Test/dsrm.tfa,0.43,0.43,0.262,0.000
kalign,benchmarks/QuanTest2/Test/dutpase.tfa,0.58,0.58,0.091,0.000
kalign,benchmarks/QuanTest2/Test/ech.tfa,1.32,1.32,0.138,0.000
kalign,benchmarks/QuanTest2/Test/egf.tfa,0.24,0.24,0.414,0.000
kalign,benchmarks/QuanTest2/Test/fer2.tfa,0.39,0.39,0.190,0.000
kalign,benchmarks/QuanTest2/Test/ferritin.tfa,0.57,0.57,0.311,0.000
kalign,benchmarks/QuanTest2/Test/fkbp.tfa,0.47,0.47,0.193,0.000
kalign,benchmarks/QuanTest2/Test/flav.tfa,0.64,0.64,0.290,0.000
kalign,benchmarks/QuanTest2/Test/ghf1.tfa,2.69,2.69,0.062,0.000
kalign,benchmarks/QuanTest2/Test/ghf18.tfa,1.9,1.9,0.025,0.000
kalign,benchmarks/QuanTest2/Test/ghf34.tfa,2.12,2.12,0.032,0.000
kalign,benchmarks/QuanTest2/Test/ghf5.tfa,1.99,1.99,0.021,0.000
kalign,benchmarks/QuanTest2/Test/glnasn.tfa,1.58,1.58,0.160,0.000
kalign,benchmarks/QuanTest2/Test/gtp.tfa,1.01,1.01,0.067,0.000
kalign,benchmarks/QuanTest2/Test/hexapep.tfa,0.31,0.31,0.316,0.000
kalign,benchmarks/QuanTest2/Test/histone.tfa,0.48,0.48,0.014,0.000
kalign,benchmarks/QuanTest2/Test/hla.tfa,0.72,0.72,0.365,0.000
kalign,benchmarks/QuanTest2/Test/hom.tfa,0.31,0.31,0.348,0.000
kalign,benchmarks/QuanTest2/Test/hormone_rec.tfa,0.89,0.89,0.058,0.000
clustalo,benchmarks/HomFam/hla_test-only.tfa,461.1,461.1,-1,-1
clustalo,benchmarks/HomFam/hom_ref.tfa,0.07,0.07,0.990,0.950
kalign,benchmarks/QuanTest2/Test/icd.tfa,2.45,2.45,0.158,0.000
kalign,benchmarks/QuanTest2/Test/inositol_P.tfa,1.6,1.6,0.038,0.000
kalign,benchmarks/QuanTest2/Test/int.tfa,0.99,0.99,0.163,0.000
kalign,benchmarks/QuanTest2/Test/kex.tfa,2.48,2.48,0.042,0.000
kalign,benchmarks/QuanTest2/Test/kunitz.tfa,0.33,0.33,0.313,0.000
kalign,benchmarks/QuanTest2/Test/lacI.tfa,0.29,0.29,0.578,0.000
kalign,benchmarks/QuanTest2/Test/ligase-CoA.tfa,0.52,0.52,0.381,0.000
kalign,benchmarks/QuanTest2/Test/msb.tfa,0.58,0.58,0.189,0.000
kalign,benchmarks/QuanTest2/Test/myb_DNA-binding.tfa,0.27,0.27,0.487,0.000
kalign,benchmarks/QuanTest2/Test/oat.tfa,2.43,2.43,0.063,0.000
kalign,benchmarks/QuanTest2/Test/p450.tfa,3.33,3.33,0.021,0.000
kalign,benchmarks/QuanTest2/Test/pgk.tfa,2.07,2.07,0.132,0.000
kalign,benchmarks/QuanTest2/Test/phs.tfa,4.62,4.62,0.164,0.000
kalign,benchmarks/QuanTest2/Test/prt.tfa,0.79,0.79,0.044,0.000
kalign,benchmarks/QuanTest2/Test/ptpase.tfa,1.15,1.15,0.147,0.000
kalign,benchmarks/QuanTest2/Test/rep.tfa,0.39,0.39,0.440,0.000
kalign,benchmarks/QuanTest2/Test/response_reg.tfa,0.61,0.61,0.249,0.000
kalign,benchmarks/QuanTest2/Test/rnh.tfa,0.61,0.61,0.151,0.000
kalign,benchmarks/QuanTest2/Test/rrm.tfa,0.42,0.42,0.361,0.000
kalign,benchmarks/QuanTest2/Test/rvp.tfa,0.43,0.43,0.485,0.000
kalign,benchmarks/QuanTest2/Test/serbact.tfa,1.32,1.32,0.034,0.000
kalign,benchmarks/QuanTest2/Test/sermam.tfa,1.27,1.27,0.054,0.000
kalign,benchmarks/QuanTest2/Test/serpin.tfa,2.16,2.16,0.063,0.000
kalign,benchmarks/QuanTest2/Test/sh2.tfa,0.43,0.43,0.224,0.000
kalign,benchmarks/QuanTest2/Test/sh3.tfa,0.32,0.32,0.407,0.000
kalign,benchmarks/QuanTest2/Test/subt.tfa,2.53,2.53,0.037,0.000
kalign,benchmarks/QuanTest2/Test/tRNA-synt_1.tfa,4.13,4.13,0.048,0.000
kalign,benchmarks/QuanTest2/Test/tRNA_bind.tfa,0.5,0.5,0.272,0.000
kalign,benchmarks/QuanTest2/Test/thiored.tfa,0.54,0.54,0.094,0.000
kalign,benchmarks/QuanTest2/Test/tim.tfa,1.12,1.12,0.143,0.000
kalign,benchmarks/QuanTest2/Test/transket_pyr.tfa,0.79,0.79,0.218,0.000
kalign,benchmarks/QuanTest2/Test/transketolase_C.tfa,0.5,0.5,0.251,0.000
kalign,benchmarks/QuanTest2/Test/uce.tfa,0.58,0.58,0.199,0.000
kalign,benchmarks/QuanTest2/Test/ung.tfa,0.76,0.76,0.137,0.000
kalign,benchmarks/QuanTest2/Test/zf-CCHH.tfa,0.23,0.23,0.775,0.000
kalign,benchmarks/balibase/RV11/BB11001.tfa,0.0,0.0,0.961,0.930
kalign,benchmarks/balibase/RV11/BB11002.tfa,0.0,0.0,0.335,0.000
kalign,benchmarks/balibase/RV11/BB11003.tfa,0.0,0.0,0.550,0.400
kalign,benchmarks/balibase/RV11/BB11004.tfa,0.01,0.01,0.274,0.160
kalign,benchmarks/balibase/RV11/BB11005.tfa,0.03,0.03,0.323,0.060
kalign,benchmarks/balibase/RV11/BB11006.tfa,0.01,0.01,0.330,0.040
kalign,benchmarks/balibase/RV11/BB11007.tfa,0.02,0.02,0.531,0.280
kalign,benchmarks/balibase/RV11/BB11008.tfa,0.01,0.01,0.413,0.310
kalign,benchmarks/balibase/RV11/BB11009.tfa,0.0,0.0,0.733,0.650
kalign,benchmarks/balibase/RV11/BB11010.tfa,0.01,0.01,0.302,0.160
kalign,benchmarks/balibase/RV11/BB11011.tfa,0.0,0.0,0.249,0.140
kalign,benchmarks/balibase/RV11/BB11012.tfa,0.01,0.01,0.859,0.800
kalign,benchmarks/balibase/RV11/BB11013.tfa,0.0,0.0,0.020,0.000
kalign,benchmarks/balibase/RV11/BB11014.tfa,0.02,0.02,0.669,0.450
kalign,benchmarks/balibase/RV11/BB11015.tfa,0.01,0.01,0.737,0.630
kalign,benchmarks/balibase/RV11/BB11016.tfa,0.02,0.02,0.435,0.120
kalign,benchmarks/balibase/RV11/BB11017.tfa,0.0,0.0,0.688,0.610
kalign,benchmarks/balibase/RV11/BB11018.tfa,0.07,0.07,0.400,0.170
kalign,benchmarks/balibase/RV11/BB11019.tfa,0.02,0.02,0.583,0.140
kalign,benchmarks/balibase/RV11/BB11020.tfa,0.01,0.01,0.627,0.250
kalign,benchmarks/balibase/RV11/BB11021.tfa,0.0,0.0,0.519,0.380
kalign,benchmarks/balibase/RV11/BB11022.tfa,0.0,0.0,0.137,0.000
kalign,benchmarks/balibase/RV11/BB11023.tfa,0.01,0.01,0.479,0.280
kalign,benchmarks/balibase/RV11/BB11024.tfa,0.0,0.0,0.189,0.000
kalign,benchmarks/balibase/RV11/BB11025.tfa,0.0,0.0,0.105,0.000
kalign,benchmarks/balibase/RV11/BB11026.tfa,0.01,0.01,0.077,0.000
kalign,benchmarks/balibase/RV11/BB11027.tfa,0.0,0.0,0.264,0.090
kalign,benchmarks/balibase/RV11/BB11028.tfa,0.01,0.01,0.552,0.000
kalign,benchmarks/balibase/RV11/BB11029.tfa,0.0,0.0,0.508,0.480
kalign,benchmarks/balibase/RV11/BB11030.tfa,0.02,0.02,0.370,0.000
kalign,benchmarks/balibase/RV11/BB11031.tfa,0.02,0.02,0.221,0.000
kalign,benchmarks/balibase/RV11/BB11032.tfa,0.01,0.01,0.461,0.120
kalign,benchmarks/balibase/RV11/BB11033.tfa,0.01,0.01,0.368,0.000
kalign,benchmarks/balibase/RV11/BB11034.tfa,0.02,0.02,0.520,0.230
kalign,benchmarks/balibase/RV11/BB11035.tfa,0.0,0.0,0.321,0.210
kalign,benchmarks/balibase/RV11/BB11036.tfa,0.02,0.02,0.275,0.040
kalign,benchmarks/balibase/RV11/BB11037.tfa,0.02,0.02,0.376,0.160
kalign,benchmarks/balibase/RV11/BB11038.tfa,0.01,0.01,0.625,0.420
kalign,benchmarks/balibase/RV11/BBS11001.tfa,0.0,0.0,1.000,1.000
kalign,benchmarks/balibase/RV11/BBS11002.tfa,0.0,0.0,0.611,0.230
kalign,benchmarks/balibase/RV11/BBS11003.tfa,0.0,0.0,0.638,0.470
kalign,benchmarks/balibase/RV11/BBS11004.tfa,0.0,0.0,0.289,0.120
kalign,benchmarks/balibase/RV11/BBS11005.tfa,0.02,0.02,0.380,0.130
kalign,benchmarks/balibase/RV11/BBS11006.tfa,0.0,0.0,0.362,0.120
kalign,benchmarks/balibase/RV11/BBS11007.tfa,0.02,0.02,0.530,0.240
kalign,benchmarks/balibase/RV11/BBS11008.tfa,0.0,0.0,0.528,0.400
kalign,benchmarks/balibase/RV11/BBS11009.tfa,0.0,0.0,0.791,0.690
kalign,benchmarks/balibase/RV11/BBS11010.tfa,0.0,0.0,0.590,0.460
kalign,benchmarks/balibase/RV11/BBS11011.tfa,0.0,0.0,0.142,0.070
kalign,benchmarks/balibase/RV11/BBS11012.tfa,0.0,0.0,0.871,0.820
kalign,benchmarks/balibase/RV11/BBS11013.tfa,0.0,0.0,0.827,0.590
kalign,benchmarks/balibase/RV11/BBS11014.tfa,0.02,0.02,0.669,0.450
kalign,benchmarks/balibase/RV11/BBS11015.tfa,0.0,0.0,0.742,0.640
kalign,benchmarks/balibase/RV11/BBS11016.tfa,0.01,0.01,0.480,0.240
kalign,benchmarks/balibase/RV11/BBS11017.tfa,0.0,0.0,0.701,0.590
kalign,benchmarks/balibase/RV11/BBS11018.tfa,0.04,0.04,0.391,0.180
kalign,benchmarks/balibase/RV11/BBS11019.tfa,0.02,0.02,0.595,0.210
kalign,benchmarks/balibase/RV11/BBS11020.tfa,0.0,0.0,0.651,0.300
kalign,benchmarks/balibase/RV11/BBS11021.tfa,0.0,0.0,0.592,0.420
kalign,benchmarks/balibase/RV11/BBS11022.tfa,0.0,0.0,0.181,0.000
